"time","score","max","min","number_of_tweets"
"2020-04-06 02:57:00","0.0","0.0","0.0","1"
"2020-04-06 02:58:00","0.1071","0.1071","0.1071","1"
"2020-04-06 03:00:00","0.0","0.0","0.0","1"
"2020-04-06 03:03:00","-0.7964","-0.7964","-0.7964","1"
"2020-04-06 03:04:00","-0.3612","-0.3612","-0.3612","1"
"2020-04-06 03:05:00","0.0","0.0","0.0","1"
"2020-04-06 03:10:00","0.8311999999999999","0.8399","0.8225","2"
"2020-04-06 03:16:00","0.0","0.0","0.0","1"
"2020-04-06 03:17:00","0.0","0.0","0.0","1"
"2020-04-06 03:18:00","0.4404","0.4404","0.4404","1"
"2020-04-06 03:19:00","0.296","0.296","0.296","1"
"2020-04-06 03:22:00","0.0","0.0","0.0","1"
"2020-04-06 03:25:00","0.5877","0.5916","0.5838","2"
"2020-04-06 03:28:00","-0.3818","-0.3818","-0.3818","1"
"2020-04-06 03:32:00","0.5267","0.5267","0.5267","1"
"2020-04-06 03:33:00","-0.2732","-0.2732","-0.2732","1"
"2020-04-06 03:34:00","0.4404","0.4404","0.4404","2"
"2020-04-06 03:36:00","0.254","0.508","0.0","2"
"2020-04-06 03:38:00","-0.3954","-0.3954","-0.3954","1"
"2020-04-06 03:40:00","0.0","0.0","0.0","1"
"2020-04-06 03:41:00","0.2775","0.555","0.0","2"
"2020-04-06 03:43:00","0.0","0.0","0.0","1"
"2020-04-06 03:44:00","0.3953","0.7906","0.0","2"
"2020-04-06 03:47:00","0.59595","0.8977","0.2942","2"
"2020-04-06 03:54:00","0.6114","0.6114","0.6114","1"
"2020-04-06 03:56:00","0.658","0.658","0.658","1"
"2020-04-06 03:58:00","0.1366","0.2732","0.0","2"
"2020-04-06 03:59:00","0.34","0.34","0.34","1"
"2020-04-06 04:00:00","0.7506","0.7506","0.7506","1"
"2020-04-06 04:01:00","0.0","0.0","0.0","1"
"2020-04-06 04:02:00","0.902","0.902","0.902","1"
"2020-04-06 04:03:00","0.06653333333333333","0.4767","-0.2771","3"
"2020-04-06 04:04:00","0.0","0.0","0.0","1"
"2020-04-06 04:06:00","0.2732","0.2732","0.2732","1"
"2020-04-06 04:07:00","0.25465","0.5093","0.0","2"
"2020-04-06 04:11:00","0.872","0.872","0.872","1"
"2020-04-06 04:12:00","-0.3818","-0.3818","-0.3818","1"
"2020-04-06 04:14:00","0.6588","0.6588","0.6588","1"
"2020-04-06 04:15:00","-0.2771","-0.2771","-0.2771","1"
"2020-04-06 04:16:00","0.0","0.0","0.0","1"
"2020-04-06 04:17:00","0.4419","0.8838","0.0","2"
"2020-04-06 04:18:00","0.4574","0.4574","0.4574","1"
"2020-04-06 04:21:00","-0.1901","-0.1901","-0.1901","1"
"2020-04-06 04:22:00","0.4045","0.8309","-0.3818","3"
"2020-04-06 04:26:00","0.15423333333333336","0.8445","-0.3818","3"
"2020-04-06 04:28:00","0.353","0.4118","0.2942","2"
"2020-04-06 04:30:00","0.1366","0.2732","0.0","2"
"2020-04-06 04:31:00","-0.1806","0.0","-0.3612","2"
"2020-04-06 04:33:00","-0.20995","0.0","-0.4199","2"
"2020-04-06 04:34:00","0.8169","0.8169","0.8169","1"
"2020-04-06 04:35:00","0.5719","0.5719","0.5719","1"
"2020-04-06 04:36:00","0.7558","0.7558","0.7558","1"
"2020-04-06 04:39:00","-0.16926666666666668","0.1027","-0.6105","3"
"2020-04-06 04:40:00","-0.31845","0.0","-0.6369","2"
"2020-04-06 04:41:00","0.24503333333333333","0.7351","0.0","3"
"2020-04-06 04:43:00","-0.2061666666666667","0.1779","-0.7964","3"
"2020-04-06 04:44:00","-0.26335","0.0","-0.5267","2"
"2020-04-06 04:45:00","-0.5106","-0.5106","-0.5106","1"
"2020-04-06 04:46:00","0.658","0.658","0.658","1"
"2020-04-06 04:47:00","-0.20075","0.0","-0.4015","2"
"2020-04-06 04:48:00","0.0","0.0","0.0","2"
"2020-04-06 04:49:00","0.0258","0.0258","0.0258","1"
"2020-04-06 04:50:00","0.1084","0.3252","0.0","3"
"2020-04-06 04:51:00","-0.8779","-0.8779","-0.8779","1"
"2020-04-06 04:52:00","0.0","0.0","0.0","1"
"2020-04-06 04:53:00","0.5456799999999999","0.8777","0.0","5"
"2020-04-06 04:54:00","0.0","0.0","0.0","1"
"2020-04-06 04:55:00","-0.148","0.0","-0.296","2"
"2020-04-06 04:57:00","0.3109","0.4753","0.0","3"
"2020-04-06 04:58:00","0.3480666666666667","0.8439","0.0","3"
"2020-04-06 04:59:00","0.0","0.0","0.0","1"
"2020-04-06 05:01:00","0.0","0.0","0.0","2"
"2020-04-06 05:02:00","0.18886666666666665","0.8398","-0.2732","3"
"2020-04-06 05:03:00","0.0","0.0","0.0","1"
"2020-04-06 05:05:00","0.0","0.0","0.0","1"
"2020-04-06 05:06:00","0.15869999999999998","0.6351","-0.5994","3"
"2020-04-06 05:08:00","0.23654999999999998","0.4215","0.0516","2"
"2020-04-06 05:09:00","0.5833","0.6124","0.5542","2"
"2020-04-06 05:10:00","0.08820000000000001","0.7346","-0.3818","4"
"2020-04-06 05:12:00","0.4939","0.4939","0.4939","1"
"2020-04-06 05:13:00","-0.07556666666666667","0.5002","-0.7269","3"
"2020-04-06 05:14:00","-0.7964","-0.7964","-0.7964","1"
"2020-04-06 05:15:00","0.0","0.0","0.0","1"
"2020-04-06 05:16:00","0.0","0.0","0.0","1"
"2020-04-06 05:17:00","0.0","0.0","0.0","1"
"2020-04-06 05:18:00","0.0","0.0","0.0","2"
"2020-04-06 05:19:00","0.2287","0.4574","0.0","2"
"2020-04-06 05:20:00","0.0","0.0","0.0","1"
"2020-04-06 05:21:00","0.0","0.0","0.0","3"
"2020-04-06 05:22:00","0.16094999999999998","0.5719","-0.25","2"
"2020-04-06 05:23:00","-0.05429999999999999","0.2732","-0.3818","2"
"2020-04-06 05:24:00","0.6124","0.6124","0.6124","1"
"2020-04-06 05:25:00","0.3062","0.6124","0.0","2"
"2020-04-06 05:26:00","0.3062","0.6124","0.0","2"
"2020-04-06 05:27:00","0.2768333333333333","0.4215","0.0258","3"
"2020-04-06 05:28:00","0.3062","0.6124","0.0","2"
"2020-04-06 05:29:00","0.320025","0.7925","-0.5267","4"
"2020-04-06 05:30:00","0.07433333333333332","0.6124","-0.7506","3"
"2020-04-06 05:31:00","0.3062","0.6124","0.0","2"
"2020-04-06 05:32:00","0.5563","0.6124","0.5002","2"
"2020-04-06 05:33:00","0.5563","0.6124","0.5002","2"
"2020-04-06 05:34:00","-0.05075","0.1717","-0.2732","2"
"2020-04-06 05:36:00","0.3127","0.7506","0.0","4"
"2020-04-06 05:37:00","0.51695","0.6124","0.4215","2"
"2020-04-06 05:38:00","0.20708333333333337","0.7096","-0.4767","6"
"2020-04-06 05:40:00","0.6252666666666666","0.7632","0.5002","3"
"2020-04-06 05:41:00","0.5738","0.7925","0.0","6"
"2020-04-06 05:42:00","0.6151","0.7925","0.4404","3"
"2020-04-06 05:43:00","0.27815","0.6124","0.0","4"
"2020-04-06 05:44:00","0.0","0.0","0.0","1"
"2020-04-06 05:45:00","0.12080000000000002","0.6124","-0.25","3"
"2020-04-06 05:46:00","0.5563","0.6124","0.5002","2"
"2020-04-06 05:47:00","-0.045999999999999985","0.6124","-0.7964","4"
"2020-04-06 05:48:00","0.39161999999999997","0.7925","-0.5719","5"
"2020-04-06 05:49:00","0.29763333333333325","0.7925","-0.34","3"
"2020-04-06 05:50:00","0.5002","0.5002","0.5002","1"
"2020-04-06 05:51:00","0.15789999999999998","0.7925","-0.4767","2"
"2020-04-06 05:52:00","0.19855","0.7925","-0.3954","2"
"2020-04-06 05:54:00","0.5007","0.7925","0.0","3"
"2020-04-06 05:55:00","0.42565000000000003","0.6124","0.1511","4"
"2020-04-06 05:56:00","0.6369","0.6369","0.6369","1"
"2020-04-06 05:57:00","0.539625","0.8658","0.0","4"
"2020-04-06 05:58:00","0.4983333333333333","0.7925","0.2023","3"
"2020-04-06 05:59:00","0.571375","0.7925","0.0","4"
"2020-04-06 06:00:00","0.32941666666666664","0.7925","-0.0258","6"
"2020-04-06 06:01:00","0.39625","0.7925","0.0","2"
"2020-04-06 06:02:00","0.3417666666666667","0.5849","0.0","3"
"2020-04-06 06:03:00","0.32016666666666665","0.5002","0.0","3"
"2020-04-06 06:04:00","0.35516000000000003","0.9042","-0.3382","5"
"2020-04-06 06:05:00","0.4110333333333333","0.7925","0.0","6"
"2020-04-06 06:06:00","0.3507","0.7003","-0.34","4"
"2020-04-06 06:07:00","0.57482","0.7925","0.4404","5"
"2020-04-06 06:08:00","0.25965","0.8779","-0.3818","4"
"2020-04-06 06:09:00","0.5859","0.5859","0.5859","1"
"2020-04-06 06:10:00","0.3426","0.7096","0.0","3"
"2020-04-06 06:11:00","0.29185","0.7925","-0.25","4"
"2020-04-06 06:12:00","0.4196","0.5002","0.3182","3"
"2020-04-06 06:13:00","0.58365","0.7269","0.4404","2"
"2020-04-06 06:14:00","0.5176666666666666","0.6124","0.4404","3"
"2020-04-06 06:15:00","0.36179999999999995","0.7925","-0.3818","6"
"2020-04-06 06:16:00","0.42260000000000003","0.8274","0.0","3"
"2020-04-06 06:17:00","0.651925","0.7925","0.4404","4"
"2020-04-06 06:18:00","0.4620666666666667","0.886","0.0","3"
"2020-04-06 06:19:00","0.5793833333333334","0.8166","0.2732","6"
"2020-04-06 06:20:00","0.23090000000000002","0.7925","-0.4588","7"
"2020-04-06 06:21:00","0.475375","0.7096","0.1531","4"
"2020-04-06 06:22:00","0.34241666666666665","0.7269","0.0","6"
"2020-04-06 06:23:00","0.3549","0.7925","-0.34","4"
"2020-04-06 06:24:00","0.6866666666666666","0.8271","0.4404","3"
"2020-04-06 06:25:00","0.3818","0.3818","0.3818","1"
"2020-04-06 06:26:00","0.43289999999999995","0.7835","0.0","5"
"2020-04-06 06:27:00","0.1531","0.1531","0.1531","1"
"2020-04-06 06:28:00","-0.3982","0.0","-0.7964","2"
"2020-04-06 06:29:00","0.1468","0.4404","0.0","3"
"2020-04-06 06:30:00","0.3832","0.4754","0.291","2"
"2020-04-06 06:31:00","0.1487","0.7925","-0.34","5"
"2020-04-06 06:32:00","0.317","0.5106","0.0","3"
"2020-04-06 06:33:00","0.2936","0.4404","0.0","3"
"2020-04-06 06:34:00","0.5500666666666666","0.7096","0.4404","3"
"2020-04-06 06:35:00","0.23760000000000003","0.7096","-0.4019","4"
"2020-04-06 06:36:00","0.2936","0.4404","0.0","3"
"2020-04-06 06:37:00","0.050199999999999995","0.4404","-0.34","2"
"2020-04-06 06:39:00","0.30465714285714285","0.9136","-0.5719","7"
"2020-04-06 06:40:00","0.5176666666666666","0.5859","0.4404","3"
"2020-04-06 06:41:00","0.2869","0.7096","0.0","3"
"2020-04-06 06:42:00","0.32203750000000003","0.802","-0.1027","8"
"2020-04-06 06:43:00","-0.17","0.0","-0.34","2"
"2020-04-06 06:44:00","0.2213","0.9164","-0.4738","2"
"2020-04-06 06:45:00","0.17407142857142857","0.7925","-0.1007","7"
"2020-04-06 06:46:00","0.46224999999999994","0.5859","0.296","4"
"2020-04-06 06:47:00","0.2871333333333333","0.7096","-0.2481","6"
"2020-04-06 06:48:00","0.26335","0.5267","0.0","2"
"2020-04-06 06:49:00","0.513","0.7096","0.3753","4"
"2020-04-06 06:50:00","-0.34","-0.34","-0.34","1"
"2020-04-06 06:51:00","0.12978","0.5267","-0.3182","5"
"2020-04-06 06:52:00","0.2277666666666666","0.5719","-0.4153","3"
"2020-04-06 06:53:00","0.33096666666666663","0.5267","0.0258","3"
"2020-04-06 06:54:00","0.0","0.0","0.0","1"
"2020-04-06 06:55:00","0.4111","0.4404","0.3818","2"
"2020-04-06 06:56:00","0.2544666666666667","0.8074","-0.34","3"
"2020-04-06 06:57:00","0.33334285714285716","0.7096","-0.34","7"
"2020-04-06 06:58:00","0.22925","0.7096","-0.3193","4"
"2020-04-06 06:59:00","0.22742500000000002","0.6249","-0.5255","4"
"2020-04-06 07:00:00","0.26471666666666666","0.8201","-0.2732","6"
"2020-04-06 07:01:00","0.37649999999999995","0.5267","0.2263","2"
"2020-04-06 07:02:00","0.3723","0.8374","0.0772","3"
"2020-04-06 07:03:00","0.5563","0.5859","0.5267","2"
"2020-04-06 07:04:00","0.46871999999999997","0.7906","0.0","5"
"2020-04-06 07:05:00","0.19465","0.5994","-0.34","6"
"2020-04-06 07:06:00","0.52372","0.7964","0.0","5"
"2020-04-06 07:07:00","0.16795","0.5859","-0.25","2"
"2020-04-06 07:08:00","0.11045","0.6369","-0.3818","4"
"2020-04-06 07:09:00","0.29016000000000003","0.6114","-0.6981","5"
"2020-04-06 07:10:00","0.2816571428571429","0.7206","-0.7964","7"
"2020-04-06 07:11:00","0.297375","0.5859","-0.25","8"
"2020-04-06 07:12:00","0.09334999999999996","0.5267","-0.34","2"
"2020-04-06 07:13:00","0.11853333333333332","0.6956","-0.34","3"
"2020-04-06 07:14:00","-0.042183333333333344","0.5859","-0.5267","6"
"2020-04-06 07:15:00","0.03867500000000001","0.6588","-0.7351","8"
"2020-04-06 07:16:00","0.48355","0.5267","0.4404","2"
"2020-04-06 07:17:00","0.23844285714285712","0.7783","-0.3612","7"
"2020-04-06 07:18:00","0.51865","0.5267","0.5106","2"
"2020-04-06 07:19:00","0.219575","0.7096","-0.34","4"
"2020-04-06 07:20:00","0.38422500000000004","0.5859","0.0","4"
"2020-04-06 07:21:00","0.1343333333333333","0.5859","-0.7096","3"
"2020-04-06 07:22:00","-0.015700000000000023","0.5859","-0.7102","3"
"2020-04-06 07:23:00","0.50332","0.7831","0.3612","5"
"2020-04-06 07:24:00","0.12092499999999998","0.7534","-0.7964","4"
"2020-04-06 07:25:00","0.5301333333333335","0.5859","0.4939","3"
"2020-04-06 07:26:00","0.5348666666666667","0.6369","0.3818","3"
"2020-04-06 07:28:00","0.452425","0.8436","-0.3919","8"
"2020-04-06 07:29:00","0.4404","0.4404","0.4404","1"
"2020-04-06 07:30:00","0.186","0.624","-0.4939","5"
"2020-04-06 07:31:00","0.4224","0.5859","0.2589","2"
"2020-04-06 07:32:00","0.0","0.0","0.0","1"
"2020-04-06 07:33:00","0.2553","0.5106","0.0","2"
"2020-04-06 07:34:00","0.3444","0.7759","0.0","5"
"2020-04-06 07:35:00","0.5859","0.5859","0.5859","1"
"2020-04-06 07:36:00","0.18882500000000002","0.5859","-0.3412","4"
"2020-04-06 07:37:00","0.13128333333333334","0.8573","-0.5719","6"
"2020-04-06 07:38:00","-0.021300000000000003","0.8172","-0.5411","3"
"2020-04-06 07:39:00","0.42225999999999997","0.7096","-0.2732","5"
"2020-04-06 07:40:00","0.18642","0.5106","0.0","5"
"2020-04-06 07:41:00","0.16362500000000002","0.5859","-0.5994","8"
"2020-04-06 07:42:00","0.5738","0.6249","0.5106","3"
"2020-04-06 07:43:00","-0.1706","0.0","-0.3412","2"
"2020-04-06 07:44:00","0.27443333333333336","0.5859","-0.2732","3"
"2020-04-06 07:45:00","0.097725","0.5859","-0.4883","4"
"2020-04-06 07:46:00","0.5106","0.5106","0.5106","1"
"2020-04-06 07:47:00","0.48985","0.765","0.1901","4"
"2020-04-06 07:48:00","0.0","0.0","0.0","2"
"2020-04-06 07:49:00","0.27923999999999993","0.5859","-0.34","5"
"2020-04-06 07:50:00","0.24714","0.6588","-0.34","5"
"2020-04-06 07:51:00","-0.04715714285714284","0.5106","-0.3954","7"
"2020-04-06 07:52:00","0.19127500000000003","0.8264","-0.5719","4"
"2020-04-06 07:53:00","0.1397","0.636","-0.0772","4"
"2020-04-06 07:54:00","0.1122","0.5859","-0.6113","7"
"2020-04-06 07:55:00","0.5239666666666667","0.5859","0.4754","3"
"2020-04-06 07:56:00","0.17824285714285715","0.6186","-0.3561","7"
"2020-04-06 07:57:00","0.314","0.7269","0.0","10"
"2020-04-06 07:58:00","0.1585466666666667","0.8122","-0.4911","15"
"2020-04-06 07:59:00","0.07136666666666668","0.5106","-0.6705","12"
"2020-04-06 08:00:00","0.2284375","0.4926","0.0","8"
"2020-04-06 08:01:00","0.27254","0.7539","0.0","10"
"2020-04-06 08:02:00","0.17035","0.4926","-0.5526","8"
"2020-04-06 08:03:00","0.1893142857142857","0.4926","0.0","7"
"2020-04-06 08:04:00","0.15941111111111111","0.8122","-0.8676","9"
"2020-04-06 08:05:00","-0.06782500000000001","0.6908","-0.7943","8"
"2020-04-06 08:06:00","0.13796666666666665","0.8923","-0.4939","9"
"2020-04-06 08:07:00","0.14887272727272727","0.5859","-0.4019","11"
"2020-04-06 08:08:00","0.22708000000000003","0.8832","-0.5267","10"
"2020-04-06 08:09:00","0.5269","0.8718","0.0","3"
"2020-04-06 08:10:00","0.159225","0.6369","0.0","4"
"2020-04-06 08:11:00","0.025375","0.5106","-0.6114","4"
"2020-04-06 08:12:00","0.30751666666666666","0.5859","0.0","6"
"2020-04-06 08:13:00","0.36829999999999996","0.5106","0.0","4"
"2020-04-06 08:14:00","0.2221666666666667","0.7269","-0.4588","6"
"2020-04-06 08:15:00","0.2758","0.8544","-0.5574","6"
"2020-04-06 08:16:00","0.07785000000000002","0.7156","-0.8676","8"
"2020-04-06 08:17:00","0.06531250000000001","0.6689","-0.4588","8"
"2020-04-06 08:18:00","0.16013333333333332","0.7896","-0.8676","6"
"2020-04-06 08:19:00","0.351825","0.7184","0.0","4"
"2020-04-06 08:20:00","0.18004166666666666","0.9299","-0.8676","12"
"2020-04-06 08:21:00","-0.14538","0.0","-0.7269","5"
"2020-04-06 08:22:00","-0.17005384615384617","0.7003","-0.8676","13"
"2020-04-06 08:23:00","0.011930000000000007","0.6689","-0.8676","10"
"2020-04-06 08:24:00","0.005145454545454554","0.7184","-0.6114","11"
"2020-04-06 08:25:00","0.13857999999999998","0.7184","-0.6114","5"
"2020-04-06 08:26:00","0.2648","0.7959","-0.4939","12"
"2020-04-06 08:27:00","0.15409090909090908","0.6186","-0.4939","11"
"2020-04-06 08:28:00","-0.01305714285714287","0.836","-0.8676","7"
"2020-04-06 08:29:00","0.010763636363636349","0.6369","-0.8676","11"
"2020-04-06 08:30:00","0.18337777777777775","0.6689","0.0","9"
"2020-04-06 08:31:00","0.5201125","0.8271","0.0","8"
"2020-04-06 08:32:00","0.042254545454545454","0.7184","-0.8676","11"
"2020-04-06 08:33:00","0.09966923076923077","0.9046","-0.8676","13"
"2020-04-06 08:34:00","0.3146090909090909","0.8316","-0.6114","11"
"2020-04-06 08:35:00","0.6210166666666667","0.7959","0.4738","6"
"2020-04-06 08:36:00","0.2268083333333333","0.9364","-0.8676","12"
"2020-04-06 08:37:00","0.0612375","0.7003","-0.6114","8"
"2020-04-06 08:38:00","0.02650000000000001","0.5411","-0.4588","8"
"2020-04-06 08:39:00","0.10723333333333335","0.7003","-0.4588","6"
"2020-04-06 08:40:00","0.26437000000000005","0.9468","-0.4588","10"
"2020-04-06 08:41:00","0.25843","0.8908","-0.6114","10"
"2020-04-06 08:42:00","0.06085714285714287","0.7959","-0.6114","7"
"2020-04-06 08:43:00","0.2894636363636364","0.8788","-0.5267","11"
"2020-04-06 08:44:00","0.3026142857142857","0.7003","-0.4588","7"
"2020-04-06 08:45:00","0.027344444444444456","0.7003","-0.8676","9"
"2020-04-06 08:46:00","0.3975","0.7003","0.0","3"
"2020-04-06 08:47:00","0.0483","0.6186","-0.8676","9"
"2020-04-06 08:48:00","0.1345","0.7003","-0.8676","9"
"2020-04-06 08:49:00","0.22086250000000002","0.7003","-0.2942","8"
"2020-04-06 08:50:00","0.07745714285714288","0.5994","-0.8676","7"
"2020-04-06 08:51:00","0.14682857142857145","0.5719","-0.4767","7"
"2020-04-06 08:52:00","0.059330000000000015","0.7003","-0.8676","10"
"2020-04-06 08:53:00","0.49632","0.7003","0.0","5"
"2020-04-06 08:54:00","0.28527142857142856","0.6705","0.0","7"
"2020-04-06 08:55:00","0.21608","0.7003","-0.4215","5"
"2020-04-06 08:56:00","0.33681818181818185","0.7959","-0.5574","11"
"2020-04-06 08:57:00","0.08685714285714287","0.7003","-0.4215","7"
"2020-04-06 08:58:00","0.42334000000000005","0.7959","0.0","5"
"2020-04-06 08:59:00","0.42446249999999996","0.9336","-0.3612","8"
"2020-04-06 09:00:00","0.16732","0.7959","-0.3612","5"
"2020-04-06 09:01:00","0.2615142857142857","0.7959","-0.4215","7"
"2020-04-06 09:02:00","0.0646375","0.7003","-0.7003","8"
"2020-04-06 09:03:00","0.2885555555555556","0.8513","-0.7096","9"
"2020-04-06 09:04:00","0.12551250000000003","0.4922","-0.4215","8"
"2020-04-06 09:05:00","-0.29798","0.4019","-0.5556","5"
"2020-04-06 09:06:00","-0.047150000000000004","0.6186","-0.4924","6"
"2020-04-06 09:07:00","0.20635000000000003","0.8225","-0.4939","8"
"2020-04-06 09:08:00","0.4166142857142857","0.7959","-0.3612","7"
"2020-04-06 09:09:00","0.08881666666666665","0.4922","-0.3612","6"
"2020-04-06 09:10:00","0.0668","0.6696","-0.4215","5"
"2020-04-06 09:11:00","-0.20789999999999997","0.1796","-0.4215","3"
"2020-04-06 09:12:00","0.4292571428571429","0.7959","-0.3612","14"
"2020-04-06 09:13:00","0.3276090909090909","0.91","-0.3612","11"
"2020-04-06 09:14:00","0.12833999999999998","0.7959","-0.5267","10"
"2020-04-06 09:15:00","0.01574000000000002","0.6114","-0.4215","5"
"2020-04-06 09:16:00","0.16517777777777778","0.7959","-0.4215","9"
"2020-04-06 09:17:00","-0.09975000000000002","0.4019","-0.4215","8"
"2020-04-06 09:18:00","-0.10022500000000001","0.3818","-0.4215","4"
"2020-04-06 09:19:00","-0.004039999999999988","0.7959","-0.5256","5"
"2020-04-06 09:20:00","-0.06493999999999998","0.4922","-0.4215","5"
"2020-04-06 09:21:00","0.3036","0.927","-0.3612","4"
"2020-04-06 09:22:00","-0.22166666666666668","0.296","-0.6442","6"
"2020-04-06 09:23:00","0.07934000000000001","0.7959","-0.5423","10"
"2020-04-06 09:24:00","0.049281818181818184","0.7591","-0.4215","11"
"2020-04-06 09:25:00","0.12397999999999998","0.4588","-0.3612","5"
"2020-04-06 09:26:00","0.18305714285714286","0.7959","-0.7351","7"
"2020-04-06 09:27:00","0.13877","0.9545","-0.5023","10"
"2020-04-06 09:28:00","0.3731727272727273","0.8971","-0.296","11"
"2020-04-06 09:29:00","0.027077777777777774","0.6486","-0.5423","9"
"2020-04-06 09:30:00","0.24268571428571425","0.9245","-0.4215","7"
"2020-04-06 09:31:00","-0.02914999999999998","0.4588","-0.6486","4"
"2020-04-06 09:32:00","0.23857500000000004","0.7959","-0.5267","4"
"2020-04-06 09:33:00","0.2233333333333333","0.7959","-0.0762","6"
"2020-04-06 09:34:00","0.12476666666666669","0.7959","-0.4767","6"
"2020-04-06 09:35:00","0.23087500000000002","0.91","-0.5423","8"
"2020-04-06 09:36:00","0.21742857142857147","0.7959","-0.5267","7"
"2020-04-06 09:37:00","0.22408","0.4922","0.0","5"
"2020-04-06 09:38:00","0.3156833333333333","0.836","-0.2584","6"
"2020-04-06 09:39:00","0.23774166666666666","0.7003","-0.3612","12"
"2020-04-06 09:40:00","0.6527142857142857","0.91","0.4588","7"
"2020-04-06 09:41:00","0.3911111111111112","0.7003","-0.3612","9"
"2020-04-06 09:42:00","0.19286250000000002","0.7959","-0.5325","8"
"2020-04-06 09:43:00","0.32067","0.7003","-0.3818","10"
"2020-04-06 09:44:00","0.19181666666666666","0.6588","-0.5106","6"
"2020-04-06 09:45:00","0.5125333333333334","0.7959","0.2263","6"
"2020-04-06 09:46:00","0.134975","0.7959","-0.743","8"
"2020-04-06 09:47:00","0.44192499999999996","0.6696","0.2023","4"
"2020-04-06 09:48:00","0.3631333333333333","0.8201","-0.1779","6"
"2020-04-06 09:49:00","0.04581000000000001","0.7003","-0.7184","10"
"2020-04-06 09:50:00","0.170925","0.7003","-0.4199","8"
"2020-04-06 09:51:00","0.3644545454545455","0.8313","-0.3612","11"
"2020-04-06 09:52:00","0.3369285714285714","0.9538","-0.4767","14"
"2020-04-06 09:53:00","0.29052142857142854","0.872","-0.4939","14"
"2020-04-06 09:54:00","0.3936545454545454","0.91","-0.5267","11"
"2020-04-06 09:55:00","0.29504545454545456","0.7964","-0.5267","11"
"2020-04-06 09:56:00","0.2866428571428572","0.8264","-0.0865","7"
"2020-04-06 09:57:00","0.22805","0.807","-0.7964","16"
"2020-04-06 09:58:00","0.024742857142857153","0.5106","-0.5859","7"
